1648993174.968057,48.878899996392704,2.3677785892923766,2.3088772296905518,FR,13,9,100
1648993180.947912,48.878871494205974,2.367805645015874,2.55898380279541,B,9,14,100
1648993187.480573,48.878871044424464,2.367779455004125,2.531071901321411,FR,14,10,100
1648993193.414481,48.878842965074305,2.3678054652343974,2.5410256385803223,B,10,15,100
1648993194.520747,48.8788422769397,2.3677793216012786,2.5376875400543213,FR,15,15,100
1648993200.553140,48.87884219318979,2.3677790993770746,2.5279664993286133,F,15,10,100
1648993206.463564,48.878842377980924,2.367805270356069,2.579435348510742,F,10,5,100
1648993207.569839,48.878842436366845,2.3678322204561213,2.5957961082458496,BR,5,5,100
1648993208.676685,48.87884235349005,2.3678326756569197,2.596212148666382,BR,5,5,100
1648993209.782724,48.87884233749022,2.3678328466926235,2.5973589420318604,BR,5,5,100
1648993210.885969,48.878842332568034,2.3678329955549793,2.599966049194336,BR,5,5,100
1648993211.993052,48.878842331145584,2.3678329932075584,2.5992190837860107,BR,5,5,100
1648993213.099798,48.87884233117469,2.367832952789533,2.598712682723999,BR,5,5,100
1648993214.205069,48.87884232765676,2.367832981372644,2.5974271297454834,BR,5,5,100
1648993215.311166,48.87884232996324,2.3678330118369524,2.6001169681549072,BR,5,5,100
1648993216.416825,48.87884233112376,2.36783288234408,2.60007381439209,BR,5,5,100
1648993217.521868,48.878842210586605,2.3678328349555184,2.5991408824920654,BR,5,5,100
1648993218.626254,48.87884218109351,2.3678328329373883,2.5991501808166504,BR,5,5,100
1648993219.731277,48.87884230298399,2.36783283783763,2.60312557220459,BR,5,5,100
1648993220.840378,48.87884233001417,2.3678328293901743,2.597503900527954,BR,5,5,100
1648993385.194365,48.87889999947213,2.3677786950163564,2.3488478660583496,FR,13,9,100
1648993391.205141,48.878871589544666,2.3678056324327197,2.488729238510132,B,9,14,100
1648993397.710666,48.87887109661673,2.3677798895064575,2.496957540512085,FR,14,10,100
1648993403.622994,48.878842692425984,2.3678056513392396,2.4994587898254395,F,10,5,100
1648993410.010175,48.878842345759345,2.3678321472459283,2.4995615482330322,L,5,4,100
1648993416.294149,48.87887056583016,2.3678330769485427,2.529191017150879,L,4,3,100
1648993422.552171,48.87889948125629,2.3678330885845784,2.563959836959839,L,3,2,100
1648993428.839976,48.878928353195384,2.367833005557601,2.5829389095306396,L,2,1,100
