1648992775.096817,48.87890000337706,2.367778727757251,2.331407308578491,FR,13,9,100
1648992781.177824,48.87887168127266,2.367805557088656,2.48767352104187,B,9,14,100
1648992787.748258,48.87887112662096,2.3677792609845816,2.497143030166626,FR,14,10,100
1648992793.697751,48.87884275138307,2.367805650737713,2.499305248260498,B,10,15,100
1648992794.803089,48.87884231872189,2.3677797186394747,2.500670909881592,FR,15,15,100
1648992800.849604,48.87884225524643,2.367779238088363,2.499614715576172,F,15,10,100
1648992806.779837,48.87884241962123,2.367805121622495,2.501047134399414,F,10,5,100
1648992807.884250,48.87884237973807,2.3678318646979455,2.501012086868286,BR,5,5,100
1648992808.989072,48.87884236373096,2.367832511363531,2.500387191772461,BR,5,5,100
1648992810.095117,48.87884234992119,2.3678328152534833,2.497565269470215,BR,5,5,100
1648992811.201833,48.878842324036974,2.367832986491326,2.523815870285034,BR,5,5,100
1648992812.308671,48.87884218780194,2.3678329768114748,2.5627262592315674,BR,5,5,100
1648992813.413353,48.87884216148844,2.3678330131312944,2.5697293281555176,BR,5,5,100
1648992814.520015,48.87884217473796,2.3678328878050943,2.580859899520874,BR,5,5,100
1648992815.624264,48.87884217050699,2.367832839030902,2.5853726863861084,BR,5,5,100
1648992816.728854,48.87884229668301,2.3678328003864837,2.5881147384643555,BR,5,5,100
1648992817.834061,48.878842331774955,2.3678328610477553,2.593515396118164,BR,5,5,100
1648992818.938488,48.87884233787221,2.3678328376550524,2.593038320541382,BR,5,5,100
1648992820.044884,48.878842322505385,2.3678328153382515,2.5971951484680176,BR,5,5,100
1648992821.151583,48.87884227887874,2.367832858061314,2.596907138824463,BR,5,5,100
